,"Type","Date","Num","Adj","Name","Memo","Account Type","Account","Clr","Split","Debit","Credit","Balance"
,"General Journal","15-12-2024","26230",,,"Canteen Chair 19 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201741.33
,"General Journal","15-12-2024","26231",,,"Canteen Chair 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201747.45
,"General Journal","15-12-2024","26232",,,"Canteen Chair 21 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201753.57
,"General Journal","15-12-2024","26233",,,"Canteen Chair 22 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201759.69
,"General Journal","15-12-2024","26234",,,"Canteen Chair 23 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201765.81
,"General Journal","15-12-2024","26235",,,"Canteen Chair 24 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201771.93
,"General Journal","15-12-2024","26236",,,"Canteen Chair 25 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201778.05
,"General Journal","15-12-2024","26237",,,"Canteen Chair 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201784.17
,"General Journal","15-12-2024","26238",,,"Canteen Chair 4 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201790.29
,"General Journal","15-12-2024","26239",,,"Canteen Chair 5 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201796.41
,"General Journal","15-12-2024","26240",,,"Canteen Chair 6 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201802.53
,"General Journal","15-12-2024","26241",,,"Canteen Chair 7 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201808.65
,"General Journal","15-12-2024","26242",,,"Canteen Chair 8 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201814.77
,"General Journal","15-12-2024","26243",,,"Canteen Chair 9 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6.12,"",8201820.89
,"General Journal","15-12-2024","26250",,,"EOL Case sealer Outfeed Conveyor Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",297.62,"",8202118.51
,"General Journal","15-12-2024","26251",,,"Epson L6190 Printer 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",654.76,"",8202773.27
,"General Journal","15-12-2024","26253",,,"Fire Extinguisher 6 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",77.38,"",8202850.65
,"General Journal","15-12-2024","26254",,,"Grinder 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",178.57,"",8203029.22
,"General Journal","15-12-2024","26256",,,"HP Laptop 11 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1200.00,"",8204229.22
,"General Journal","15-12-2024","26257",,,"HP Laptop 12 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1200.00,"",8205429.22
,"General Journal","15-12-2024","26262",,,"Microwave 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",147.27,"",8205576.49
,"General Journal","15-12-2024","26263",,,"Mobile phone 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",41.67,"",8205618.16
,"General Journal","15-12-2024","26265",,,"Movable Ladder 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",434.52,"",8206052.68
,"General Journal","15-12-2024","26273",,,"UV water purifier 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",543.10,"",8206595.78
,"General Journal","15-12-2024","26275",,,"Water tank 6 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",71.84,"",8206667.62
,"General Journal","16-12-2024","26215",,,"Board room chair 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8206727.14
,"General Journal","16-12-2024","26218",,,"Bosch Grinder 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreceiation",86.21,"",8206813.35
,"General Journal","16-12-2024","26244",,,"Chain block 5 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",292.49,"",8207105.84
,"General Journal","16-12-2024","26245",,,"Chain block 6 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",292.49,"",8207398.33
,"General Journal","16-12-2024","26255",,,"Heat Gun Total 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",64.66,"",8207462.99
,"General Journal","16-12-2024","26261",,,"Linx 5900 Coder 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",4166.67,"",8211629.66
,"General Journal","16-12-2024","26271",,,"Table Top Scale 11 6Kg Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",277.09,"",8211906.75
,"General Journal","16-12-2024","26274",,,"Washing Machine 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",2640.01,"",8214546.76
,"General Journal","17-12-2024","26277",,,"2T Mixer Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",12633.99,"",8227180.75
,"General Journal","17-12-2024","26278",,,"2T Mixer Installation Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",29713.15,"",8256893.90
,"General Journal","17-12-2024","26279",,,"Coder UPS 6 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",94.83,"",8256988.73
,"General Journal","17-12-2024","26280",,,"Coder UPS 7 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",94.83,"",8257083.56
,"General Journal","17-12-2024","26281","*",,"Hand Dryer 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",46.18,"",8257129.74
,"General Journal","17-12-2024","26282","*",,"HP Laptop 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",297.62,"",8257427.36
,"General Journal","17-12-2024","26283",,,"Office desks  4","Expense","Depreciation Expense",,"Accumulated Depreciation",361.90,"",8257789.26
,"General Journal","17-12-2024","26284",,,"Pallet truck 4 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",428.57,"",8258217.83
,"General Journal","17-12-2024","26285",,,"Pallet truck 5 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",428.57,"",8258646.40
,"General Journal","17-12-2024","26286",,,"Pouch Packing Machine 2 Accumulated depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",976.19,"",8259622.59
,"General Journal","17-12-2024","26287",,,"Recirculation Pump Depreciation","Expense","Depreciation Expense",,"Accumulated  Depreciation",71.19,"",8259693.78
,"General Journal","17-12-2024","26288",,,"Server 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",357.14,"",8260050.92
,"General Journal","17-12-2024","26289",,,"Server Monitor Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciaion",107.14,"",8260158.06
,"General Journal","17-12-2024","26290",,,"Shrink Tunnel Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",3750.00,"",8263908.06
,"General Journal","17-12-2024","26291","*",,"Soap Dispenser 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",15.39,"",8263923.45
,"General Journal","17-12-2024","26292","*",,"Water Tank 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",123.15,"",8264046.60
,"General Journal","18-12-2024","26293",,,"Carton Sealer Manual 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",14.80,"",8264061.40
,"General Journal","18-12-2024","26294",,,"Compressor 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",5357.14,"",8269418.54
,"General Journal","18-12-2024","26295",,,"Compressor room depreciation","Expense","Depreciation Expense",,"Accumulated depreciation",132.44,"",8269550.98
,"General Journal","18-12-2024","26296",,,"Electric Hoist 1 depreciation","Expense","Depreciation Expense",,"Accumulated depreciation",3452.38,"",8273003.36
,"General Journal","18-12-2024","26297",,,"Gents changing room Lockers Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",386.90,"",8273390.26
,"General Journal","18-12-2024","26298",,,"HP Mini Desktop 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",733.33,"",8274123.59
,"General Journal","18-12-2024","26299",,,"HP Mini Desktop 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",733.33,"",8274856.92
,"General Journal","18-12-2024","26300",,,"HP Mini Desktop 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",733.33,"",8275590.25
,"General Journal","18-12-2024","26301",,,"Ladies changing room Lockers Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",411.90,"",8276002.15
,"General Journal","18-12-2024","26302",,,"Omrom M1 Basic BP Monitor Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",58.33,"",8276060.48
,"General Journal","18-12-2024","26303",,,"SS Hand Washing Station 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",690.48,"",8276750.96
,"General Journal","18-12-2024","26304",,,"TV Screen 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",316.67,"",8277067.63
,"General Journal","18-12-2024","26305",,,"TV Screen 4 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1550.00,"",8278617.63
,"General Journal","19-12-2024","26306",,,"3T Gas Forklift 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",30952.38,"",8309570.01
,"General Journal","19-12-2024","26307",,,"Office Stamp 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciaion",30.83,"",8309600.84
,"General Journal","20-12-2024","26308","*","Unilever Kenya Ltd:Sunlight Washing Pwd","Boato Commisioning Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",889.88,"",8310490.72
,"General Journal","20-12-2024","26309",,,"Bosch Blower 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.02,"",8310569.74
,"General Journal","20-12-2024","26310",,,"Bosch Blower 4 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",136.49,"",8310706.23
,"General Journal","20-12-2024","26311",,,"Bosch Blower 5 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",136.49,"",8310842.72
,"General Journal","20-12-2024","26312",,,"Conference Office Desk 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",416.67,"",8311259.39
,"General Journal","20-12-2024","26313",,,"Floor Chair 17 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",20.24,"",8311279.63
,"General Journal","20-12-2024","26314",,,"Floor Chair 18 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",20.24,"",8311299.87
,"General Journal","20-12-2024","26315",,,"Floor Chair 19 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",20.24,"",8311320.11
,"General Journal","20-12-2024","26316",,,"Floor Chair 20 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",20.24,"",8311340.35
,"General Journal","20-12-2024","26317",,,"Heat Gun CAT Digital 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",136.49,"",8311476.84
,"General Journal","20-12-2024","26318","*",,"Lumnia 1 Pro Insect Trap Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",316.67,"",8311793.51
,"General Journal","20-12-2024","26320",,,"PF Correction Unit Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1708.33,"",8313501.84
,"General Journal","21-12-2024","26321",,,"5Kg CO2 Fire Extinguisher 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",73.81,"",8313575.65
,"General Journal","21-12-2024","26322",,,"6Kg Dry Pwd Fire Extinguisher 1 Depreciaiton","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8313635.17
,"General Journal","21-12-2024","26323",,,"Board room chair 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8313694.69
,"General Journal","21-12-2024","26324",,,"Board room chair 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8313754.21
,"General Journal","21-12-2024","26325",,,"Board room chair 4 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8313813.73
,"General Journal","21-12-2024","26326",,,"Board room chair 5 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8313873.25
,"General Journal","21-12-2024","26327",,,"Board room chair 6 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8313932.77
,"General Journal","21-12-2024","26328",,,"Board room chair 7 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8313992.29
,"General Journal","21-12-2024","26329",,,"Board room chair 8 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59.52,"",8314051.81
,"General Journal","21-12-2024","26330",,,"Coding Stamp 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",133.33,"",8314185.14
,"General Journal","21-12-2024","26331",,,"IBC Tank 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",41.67,"",8314226.81
,"General Journal","21-12-2024","26332",,,"Empty IBC Tank 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",65.48,"",8314292.29
,"General Journal","21-12-2024","26333",,,"FFS Filling Machine 300 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",11850.01,"",8326142.30
,"General Journal","21-12-2024","26334",,,"Laboratory Oven & Dessicator  Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",766.67,"",8326908.97
,"General Journal","21-12-2024","26335",,,"Tea Urn Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",121.67,"",8327030.64
,"General Journal","22-12-2024","26336",,,"6Kg Auto Fire Extinguisher 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8327084.21
,"General Journal","22-12-2024","26337",,,"6Kg Auto Fire Extinguisher 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8327137.78
,"General Journal","22-12-2024","26342","*",,"AVS Voltage Stabilizer Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",63.10,"",8327200.88
,"General Journal","22-12-2024","26346",,,"Conveyor Belt Green 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",82.14,"",8327283.02
,"General Journal","22-12-2024","26353",,,"HP Laptop 13 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1200.00,"",8328483.02
,"General Journal","22-12-2024","26354","*",,"HP Laptop 7 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1200.00,"",8329683.02
,"General Journal","22-12-2024","26357",,,"Office Desk 5 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",180.95,"",8329863.97
,"General Journal","22-12-2024","26358",,,"Office cabinets depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",119.05,"",8329983.02
,"General Journal","22-12-2024","26360",,,"Platform Scale 2 SS 100Kg Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",339.29,"",8330322.31
,"General Journal","22-12-2024","26363",,,"Solar Water Heater 300L Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",3125.00,"",8333447.31
,"General Journal","23-12-2024","26338",,,"Analytical Balance Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",2405.58,"",8335852.89
,"General Journal","23-12-2024","26339",,,"Auger Filler 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",7220.12,"",8343073.01
,"General Journal","23-12-2024","26340",,,"Auger Filler 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",13258.63,"",8356331.64
,"General Journal","23-12-2024","26341",,,"Auger Filler 3 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",11788.69,"",8368120.33
,"General Journal","23-12-2024","26343",,,"Bajaj Boxer BM150 UG Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1539.41,"",8369659.74
,"General Journal","23-12-2024","26344",,,"Chain block 4 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",133.42,"",8369793.16
,"General Journal","23-12-2024","26345",,,"Coder UPS Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",95.24,"",8369888.40
,"General Journal","23-12-2024","26347",,,"Dust Extractor 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",446.43,"",8370334.83
,"General Journal","23-12-2024","26348",,,"Dust Extractor 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",446.43,"",8370781.26
,"General Journal","23-12-2024","26349",,,"Filler 1 Geared Motor & Feeding System Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",333.33,"",8371114.59
,"General Journal","23-12-2024","26350",,,"Filler 2 Geared Motor & Feeding System Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",348.72,"",8371463.31
,"General Journal","23-12-2024","26351",,,"Filler 3 Geared Motor & Feeding System Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",347.52,"",8371810.83
,"General Journal","23-12-2024","26352",,,"Hotplate with Stirrer Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1785.71,"",8373596.54
,"General Journal","23-12-2024","26355",,,"Makita Hammer Drill Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",205.25,"",8373801.79
,"General Journal","23-12-2024","26356",,,"Microwave 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",217.13,"",8374018.92
,"General Journal","23-12-2024","26359",,,"Pallet truck 3 Dep","Expense","Depreciation Expense",,"Accumulated Depreciation",510.95,"",8374529.87
,"General Journal","23-12-2024","26361",,,"Pouching Machine Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",711.90,"",8375241.77
,"General Journal","23-12-2024","26362",,,"Power bank dep","Expense","Depreciation Expense",,"Accumulated Depreciation",119.05,"",8375360.82
,"General Journal","23-12-2024","26364",,,"Table Top Scale 11  SS 30Kg Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",297.62,"",8375658.44
,"General Journal","23-12-2024","26365",,,"Table Top Scale 12  SS 30Kg Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",297.62,"",8375956.06
,"General Journal","24-12-2024","26367",,,"Access Control Unit & System Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",334.76,"",8376290.82
,"General Journal","24-12-2024","26369",,,"Electrical Enclosure Compressor Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",125.00,"",8376415.82
,"General Journal","24-12-2024","26370",,,"ETR Machine Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",236.04,"",8376651.86
,"General Journal","24-12-2024","26371",,,"Liquid Plant Depreciation","Expense","Depreciation Expense",,"Accumulated Deprecation",15029.76,"",8391681.62
,"General Journal","24-12-2024","26372",,,"Paste processing & packing line depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",17348.21,"",8409029.83
,"General Journal","24-12-2024","26373",,,"pH Meter Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",741.39,"",8409771.22
,"General Journal","25-12-2024","26391",,,"Clamp Meter 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",36.90,"",8409808.12
,"General Journal","25-12-2024","26405",,,"Fire Alarm Sytstem Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",728.57,"",8410536.69
,"General Journal","25-12-2024","26406",,,"Floor Chair 11 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8410590.26
,"General Journal","25-12-2024","26407",,,"Floor Chair 12 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8410643.83
,"General Journal","25-12-2024","26408",,,"Floor Chair 13 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8410697.40
,"General Journal","25-12-2024","26409",,,"Floor Chair 14 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8410750.97
,"General Journal","25-12-2024","26410",,,"Floor Chair 15 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8410804.54
,"General Journal","25-12-2024","26411",,,"Floor Chair 16 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",53.57,"",8410858.11
,"General Journal","25-12-2024","26424",,,"Liquid Mixer 500Lt Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",6172.62,"",8417030.73
,"General Journal","25-12-2024","26431",,,"Plastic Resin Mixer Depreciation","Expense","Depreciation Expense",,"Accumulated  Depreciation",1130.95,"",8418161.68
,"General Journal","25-12-2024","26432",,,"Plastic Resin Mixer Depreciation","Expense","Depreciation Expense",,"Accumulated  Depreciation",1130.95,"",8419292.63
,"General Journal","25-12-2024","26450",,,"Water tank 7 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",71.84,"",8419364.47
,"General Journal","26-12-2024","26412",,,"Grease Gun 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",73.21,"",8419437.68
,"General Journal","26-12-2024","26413",,,"Grease Gun 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",63.14,"",8419500.82
,"General Journal","26-12-2024","26436",,,"Retort Stand 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",10.71,"",8419511.53
,"General Journal","26-12-2024","26437",,,"Retort Stand 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",10.71,"",8419522.24
,"General Journal","26-12-2024","26443",,,"Tea Urn 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",180.00,"",8419702.24
,"General Journal","27-12-2024","26377",,,"Board room chair 10 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8419781.79
,"General Journal","27-12-2024","26378",,,"Board room chair 11 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8419861.34
,"General Journal","27-12-2024","26379",,,"Board room chair 12 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8419940.89
,"General Journal","27-12-2024","26380",,,"Board room chair 13 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420020.44
,"General Journal","27-12-2024","26381",,,"Board room chair 14 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420099.99
,"General Journal","27-12-2024","26382",,,"Board room chair 15 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420179.54
,"General Journal","27-12-2024","26383",,,"Board room chair 16 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420259.09
,"General Journal","27-12-2024","26384",,,"Board room chair 17 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420338.64
,"General Journal","27-12-2024","26385",,,"Board room chair 18 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420418.19
,"General Journal","27-12-2024","26386",,,"Board room chair 19 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420497.74
,"General Journal","27-12-2024","26387",,,"Board room chair 9 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",79.55,"",8420577.29
,"General Journal","27-12-2024","26430",,,"Passenger Lift 1000kg Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",44484.68,"",8465061.97
,"General Journal","28-12-2024","26415",,,"Heat Gun Bosch 2 Accumulated depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",75.43,"",8465137.40
,"General Journal","28-12-2024","26416",,,"Heat Gun Bosch 3 Accumulated depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",75.43,"",8465212.83
,"General Journal","31-12-2024","26374",,,"500gm Jar Blow Mould 3 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1026.79,"",8466239.62
,"General Journal","31-12-2024","26375",,,"500gm Jar Blow Mould 4 depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1026.79,"",8467266.41
,"General Journal","31-12-2024","26376",,,"Air cooled chiller depeciation","Expense","Depreciation Expense",,"Accumulated  Depreciation",8916.67,"",8476183.08
,"General Journal","31-12-2024","26388","*","Unilever Kenya Ltd:Sunlight Washing Pwd","Boato Installation Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",65114.38,"",8541297.46
,"General Journal","31-12-2024","26389","*",,"Canister Platform Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",59246.67,"",8600544.13
,"General Journal","31-12-2024","26390",,,"CCTV DRV & System Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1295.33,"",8601839.46
,"General Journal","31-12-2024","26398",,,"Colour Pressure tank Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",232.14,"",8602071.60
,"General Journal","31-12-2024","26399",,,"Compressed air gun Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",47.62,"",8602119.22
,"General Journal","31-12-2024","26401",,,"Drum Pump 2 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",123.15,"",8602242.37
,"General Journal","31-12-2024","26402",,,"Extractor Fan down Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",150.12,"",8602392.49
,"General Journal","31-12-2024","26403",,,"Extractor Fan Hoisting Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",176.67,"",8602569.16
,"General Journal","31-12-2024","26404",,,"Extractor Fan Packaging Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",150.12,"",8602719.28
,"General Journal","31-12-2024","26422",,,"Incotex Type C Control Unit Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1939.66,"",8604658.94
,"General Journal","31-12-2024","26426",,,"Office Cabinet 5 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",58.33,"",8604717.27
,"General Journal","31-12-2024","26427",,,"Office Desk 6 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",90.48,"",8604807.75
,"General Journal","31-12-2024","26428",,,"Office Desk 7 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",90.48,"",8604898.23
,"General Journal","31-12-2024","26429",,,"Office Desk 8 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",83.33,"",8604981.56
,"General Journal","31-12-2024","26433",,,"Platform Scale 4 tons 1 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",10782.43,"",8615763.99
,"General Journal","31-12-2024","26434",,,"Process Water Filtration System Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",1785.71,"",8617549.70
,"General Journal","31-12-2024","26441",,,"Sulphonic Acid pressure tank Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",110.48,"",8617660.18
,"General Journal","31-12-2024","26444",,,"Test Sieves 100 & 200 microns Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",450.00,"",8618110.18
,"General Journal","31-12-2024","26446",,,"Wall mounted cabinet 1 Dep","Expense","Depreciation Expense",,"Accumulated Depreciation",107.14,"",8618217.32
,"General Journal","31-12-2024","26449",,,"Water tank 5 Depreciation","Expense","Depreciation Expense",,"Accumulated Depreciation",137.79,"",8618355.11
"Total Depreciation Expense",,,,,,,,,,,8618355.11,0.00,8618355.11
"Factory Overheads",,,,,,,,,,,,,""
"Bad Debts",,,,,,,,,,,,,""
,"General Journal","02-01-2024","23827","*","Brenntag Kenya Limited","Rounding off","Expense","Bad Debts",,"Accounts Payable",274.72,"",274.72
,"General Journal","02-01-2024","23828","*","Chemigas Ltd","Rounding off","Expense","Bad Debts",,"Accounts Payable",900.00,"",1174.72
,"Credit","07-06-2024","0090973800000001300",,"Statpack Industries Limited","Price correction","Expense","Bad Debts",,"Accounts Payable","",15026.58,-13851.86
"Total Bad Debts",,,,,,,,,,,1174.72,15026.58,-13851.86
"Charitable Donations",,,,,,,,,,,,,""
,"Bill","10-05-2024","326521-100",,"Raage Mart Ltd","items","Expense","Charitable Donations",,"Accounts Payable",1950.00,"",1950.00
